GivenName,Surname,NationalID,Birthday,Gender,Age,StreetAddress,City,ZipCode,CountryFull,TelephoneNumber,EmailAddress,Occupation
Júlia,Santos,958.246.105-50,4/23/1968,female,50,"Quadra Dezenove 1983",Marabá,68505-460,Brazil,"(94) 9266-3531",JuliaDiasSantos@fleckens.hu,Radiologist
Miguel,Barbosa,417.861.330-83,2/16/1981,male,37,"Rua Serra Freire 1347","Rio de Janeiro",21031-290,Brazil,"(21) 6591-6823",MiguelAzevedoBarbosa@gustr.com,"Plumbing inspector"
Otávio,Alves,809.006.086-25,1/21/1977,male,41,"Rua Alfred Adler 190",Curitiba,82720-280,Brazil,"(41) 4861-6108",OtavioPintoAlves@jourrapide.com,"Secondary school teacher"
Carla,Pinto,132.176.077-91,3/15/1975,female,43,"Rua Santa Catarina 1384",Sabará,34545-090,Brazil,"(31) 2200-3521",CarlaAraujoPinto@gustr.com,"Radiation therapist"
Nicolash,Barbosa,101.073.058-44,7/19/1992,male,25,"Ladeira Abelardo 1087",Salvador,40230-300,Brazil,"(71) 3183-2513",NicolashSilvaBarbosa@dayrep.com,"Geological technician"
Breno,Barros,355.228.733-70,8/7/1973,male,44,"Rua Francisco Garcia 1645",Itajaí,88317-380,Brazil,"(47) 4596-4959",BrenoPintoBarros@superrito.com,"Sign language interpreter"
Joao,Almeida,450.164.143-60,11/29/1985,male,32,"Rua Humboldt 1064","São Paulo",04753-070,Brazil,"(11) 5959-6612",JoaoCarvalhoAlmeida@teleworm.us,"Agricultural product sorter"
Julia,Barros,730.219.623-00,11/2/1968,female,49,"Rua Oito de Dezembro 109",Salvador,41210-070,Brazil,"(71) 4238-3744",JuliaCastroBarros@jourrapide.com,"Health information manager"
Ana,Barros,702.759.508-75,4/6/1979,female,39,"Rua Cacilda Becker 107","São Bernardo do Campo",09896-300,Brazil,"(11) 7135-9101",AnaAraujoBarros@teleworm.us,"Neuroscience nurse"
Mariana,Gomes,837.558.517-33,5/2/1982,female,36,"Rua São José 1021",Salvador,41275-550,Brazil,"(71) 6784-9822",MarianaBarbosaGomes@gustr.com,"Compensation, benefits, and job analysis specialist"
José,Ribeiro,988.198.757-13,4/21/1979,male,39,"Servidão Jaime Antônio de Souza 826","São José",88106-825,Brazil,"(48) 3857-7313",JoseLimaRibeiro@armyspy.com,"Content editor"
Raissa,Correia,446.918.719-42,11/24/1994,female,23,"Rua Natália Campanholo 135",Araucária,83705-210,Brazil,"(41) 5951-7881",RaissaFernandesCorreia@fleckens.hu,"Concrete finisher"
Kai,Barros,217.677.681-09,2/28/1994,male,24,"Rua das Margaridas 661",Cuiabá,78043-108,Brazil,"(65) 5267-3654",KaiFernandesBarros@gustr.com,"Web programmer"
Kauã,Alves,721.013.926-58,8/31/1985,male,32,"Rua Francisco Batista 832","Rio de Janeiro",21351-000,Brazil,"(21) 3376-3395",KauaCunhaAlves@superrito.com,"Medical laboratory technician"
Guilherme,Souza,873.780.020-54,2/27/1992,male,26,"Passagem Antônio Baena 510",Belém,66085-385,Brazil,"(91) 5060-8790",GuilhermeCunhaSouza@einrot.com,"Student services director"
Gustavo,Azevedo,454.385.430-62,1/1/1995,male,23,"Rua Doutor Otávio Novaes Júnior 43",Castro,84174-270,Brazil,"(42) 3560-3533",GustavoCavalcantiAzevedo@fleckens.hu,"Derrick operator"
Giovanna,Pinto,660.955.696-21,3/24/1995,female,23,"Rua São Severino 1273","Três Rios",25812-350,Brazil,"(24) 4490-6788",GiovannaOliveiraPinto@jourrapide.com,"Insulation worker"
Samuel,Cunha,555.837.515-92,1/29/1998,male,20,"Rua Quaquarema 742","Belo Horizonte",31170-535,Brazil,"(31) 4238-3012",SamuelCorreiaCunha@gustr.com,"Heating, air-conditioning, and refrigeration installer"
Vitor,Ferreira,524.483.473-87,9/30/1995,male,22,"Rua das Palmeiras 1962","Jaboatão dos Guararapes",54090-395,Brazil,"(81) 4530-3151",VitorLimaFerreira@rhyta.com,"Radiologic nurse"
Nicolas,Cunha,350.159.382-17,5/28/1989,male,29,"Rua Guaxe 452","Belo Horizonte",31950-440,Brazil,"(31) 8069-3449",NicolasCarvalhoCunha@gustr.com,Cosmetologist
Fernanda,Oliveira,939.827.070-64,1/25/1979,female,39,"Rua Sete 246",Piracicaba,13425-542,Brazil,"(19) 2149-6836",FernandaCarvalhoOliveira@dayrep.com,Geologist
Melissa,Silva,514.545.814-25,12/6/1993,female,24,"Rua Hermes Jarra Sanches 387",Votorantim,18112-790,Brazil,"(15) 5285-3875",MelissaCarvalhoSilva@jourrapide.com,"Instructional materials director"
Victor,Araujo,705.802.085-08,10/23/1990,male,27,"Travessa Vinte e Cinco 1384",Santarém,68025-490,Brazil,"(93) 6481-8740",VictorBarrosAraujo@cuvox.de,"Public finance economist"
Murilo,Santos,178.075.376-47,5/11/1988,male,30,"Praça Abdon Milanez 381","João Pessoa",58050-370,Brazil,"(83) 2422-4054",MuriloDiasSantos@cuvox.de,Veterinarian
Cauã,Goncalves,170.333.955-07,7/28/1988,male,29,"Rua RB 26 1047",Goiânia,74474-401,Brazil,"(62) 8717-5269",CauaBarbosaGoncalves@armyspy.com,Dermatologist
Mariana,Ferreira,486.398.507-04,10/24/1972,female,45,"Rua Dois 75","Nova Iguaçu",26053-170,Brazil,"(21) 4509-5348",MarianaDiasFerreira@teleworm.us,"Curriculum specialist"
Estevan,Silva,782.555.167-27,6/7/1971,male,47,"Avenida Rio Branco 8","Santa Rita",58301-195,Brazil,"(83) 7312-5180",EstevanSantosSilva@gustr.com,"Textile knitting and weaving machine tender"
Alex,Martins,694.543.390-01,4/3/1996,male,22,"Rua Um 755","Duque de Caxias",25267-090,Brazil,"(21) 2340-6785",AlexGoncalvesMartins@teleworm.us,"Train dispatcher"
Luiza,Araujo,171.589.917-25,4/25/1985,female,33,"Rua B 923",Birigüi,16201-313,Brazil,"(18) 4451-7482",LuizaCostaAraujo@gustr.com,"First responder"
Leonor,Rodrigues,301.966.542-62,12/3/1981,female,36,"Rua São Cristóvão 783",Ji-Paraná,78962-590,Brazil,"(69) 3664-9140",LeonorOliveiraRodrigues@gustr.com,"Employment interviewer"
Daniel,Souza,919.430.134-46,9/24/1974,male,43,"Rua Quatro 671","Rio de Janeiro",21044-710,Brazil,"(21) 6671-3826",DanielSousaSouza@jourrapide.com,"Food processing occupation"
Nicole,Cardoso,489.849.158-82,8/17/1994,female,23,"Rua Agenor Paes de Mello 730",Londrina,86057-180,Brazil,"(43) 3533-6348",NicoleRochaCardoso@jourrapide.com,"Machine operator"
Lavinia,Dias,396.166.892-23,3/3/1973,female,45,"Rua Antônio Marques 1039",Timon,65636-170,Brazil,"(99) 3706-7296",LaviniaAlmeidaDias@gustr.com,"Image designer"
Livia,Dias,896.953.853-46,12/15/1967,female,50,"Avenida Plácido de Castro 1890",Santarém,68040-090,Brazil,"(93) 8348-5172",LiviaFerreiraDias@dayrep.com,"Amusement machine repairer"
Luis,Cavalcanti,324.400.136-09,2/10/1996,male,22,"Rua Panfilo de Santa Cruz 115",Salvador,40300-540,Brazil,"(71) 5054-5751",LuisDiasCavalcanti@dayrep.com,"Textile knitting and weaving machine operator"
Laura,Silva,402.808.350-86,10/12/1990,female,27,"Rua Augusto Bulow 1137","Campo Largo",83604-550,Brazil,"(41) 3098-9469",LauraFernandesSilva@armyspy.com,"School and college counselor"
Vinícius,Almeida,582.908.392-27,12/29/1992,male,25,"Praça Professor Joaquim Orias de Syllos 751",Campinas,13031-330,Brazil,"(19) 4484-5947",ViniciusAlvesAlmeida@dayrep.com,"Training director"
Ágatha,Silva,170.969.052-60,1/13/1974,female,44,"Praça John Kennedy 1076",Alegrete,97546-350,Brazil,"(55) 7768-4849",AgathaMeloSilva@teleworm.us,"Detention officer"
Luís,Gomes,265.440.666-05,3/30/1972,male,46,"Rua 6 753",Fortaleza,60761-300,Brazil,"(85) 7303-6954",LuisBarrosGomes@einrot.com,"Horse breeder"
Leonor,Pereira,967.600.294-10,7/11/1985,female,32,"Rua Tietê 219","Ribeirão Preto",14075-456,Brazil,"(16) 6801-2549",LeonorCarvalhoPereira@superrito.com,"Newsletter writer"
Antônio,Silva,271.421.109-70,5/17/1974,male,44,"Rua Azulão 1864","Itapecerica da Serra",06869-040,Brazil,"(11) 6026-8494",AntonioGomesSilva@teleworm.us,"News camera operator"
Julia,Santos,471.322.227-59,11/10/1984,female,33,"Rua Mário de Souza 953","Ribeirão Preto",14096-660,Brazil,"(16) 6695-2715",JuliaAraujoSantos@superrito.com,"Conservation technician"
João,Silva,235.131.593-66,7/11/1971,male,46,"Rua Vinte e Dois 1832","Governador Valadares",35020-580,Brazil,"(33) 4668-9520",JoaoAraujoSilva@fleckens.hu,"Engine and other machine assembler"
Sophia,Silva,103.948.227-90,9/22/1974,female,43,"Rua Nereu Ghizoni 1586",Palhoça,88135-360,Brazil,"(48) 6727-9347",SophiaCarvalhoSilva@einrot.com,Broker
Vitória,Barbosa,836.810.701-64,11/18/1994,female,23,"Rua Ricardo Antônio Beltrame 825",Londrina,86086-130,Brazil,"(43) 7377-6646",VitoriaAraujoBarbosa@superrito.com,Magistrate
Douglas,Silva,458.538.517-72,8/27/1983,male,34,"Rua Engenheiro Nicanor Pereira 1215","Rio de Janeiro",21670-050,Brazil,"(21) 2278-5536",DouglasSousaSilva@cuvox.de,"Managing editor"
Ágatha,Fernandes,515.579.121-90,3/31/1976,female,42,"Avenida Canal Um 1502","Rio de Janeiro",22795-500,Brazil,"(21) 4192-5122",AgathaAlvesFernandes@gustr.com,"Enrobing machine operator"
Sarah,Oliveira,234.508.089-23,7/3/1981,female,36,"Rua Doze 1974","Ponta Grossa",84016-526,Brazil,"(42) 6165-9751",SarahRochaOliveira@rhyta.com,"Brattice builder"
Anna,Almeida,588.916.113-01,8/17/1973,female,44,"Rua Rosa Maria de Souza 713","Campina Grande",58107-410,Brazil,"(83) 6617-7033",AnnaDiasAlmeida@armyspy.com,"Software engineer"
Matilde,Martins,193.826.300-66,8/29/1985,female,32,"Travessa São Cristóvao Velho 891",Aracaju,49055-630,Brazil,"(79) 9069-2074",MatildeRibeiroMartins@teleworm.us,"Automotive body repairer"
Martim,Ferreira,448.148.535-30,11/30/1995,male,22,"Rua 17 205","Rio de Janeiro",23580-500,Brazil,"(21) 6130-3882",MartimSantosFerreira@armyspy.com,"Nurse administrator"
Mateus,Dias,969.422.209-57,6/11/1994,male,24,"Beco Cinco 1571","Porto Alegre",91270-321,Brazil,"(51) 3237-9098",MateusPintoDias@superrito.com,"Personnel training officer"
Lavinia,Cardoso,691.464.813-11,5/11/1997,female,21,"Rua Reinaldo Ribas 1061",Pinhais,83326-110,Brazil,"(41) 4440-3868",LaviniaMeloCardoso@superrito.com,"Letterpress setter"
Antônio,Carvalho,684.406.736-47,8/6/1982,male,35,"Rua Clementina de Jesus 97","Belo Horizonte",30622-460,Brazil,"(31) 5503-4842",AntonioRibeiroCarvalho@superrito.com,"EEO officer"
Felipe,Correia,913.610.339-08,7/10/1975,male,42,"Avenida Belém de Judá 393",Recife,51335-110,Brazil,"(81) 2549-4989",FelipeSouzaCorreia@fleckens.hu,Musician
Gabriel,Alves,466.898.962-26,1/24/1985,male,33,"Rua Augusto Papini 1056","Belo Horizonte",30285-200,Brazil,"(31) 7467-8182",GabrielPereiraAlves@gustr.com,"Fitness trainer"
Gabriel,Santos,147.504.302-34,1/19/1992,male,26,"Rua Sousa Brasil 1404","São Paulo",03460-120,Brazil,"(11) 4216-5645",GabrielSilvaSantos@gustr.com,"Federal Bureau of Investigation agent"
Luis,Barros,382.176.997-12,9/21/1982,male,35,"Rua Rafael Ayala 1248","Presidente Prudente",19013-740,Brazil,"(18) 8392-4098",LuisRochaBarros@cuvox.de,"Woodworking machine tender"
Matilde,Rodrigues,454.347.365-59,7/9/1996,female,21,"Rua Lício de Barros Teixeira 1558","Almirante Tamandaré",83514-370,Brazil,"(41) 3289-9619",MatildeCorreiaRodrigues@cuvox.de,"Exercise instructor"
Luiz,Gomes,323.830.296-53,6/28/1998,male,20,"Rua Carmélia Lopes 864","Ribeirão das Neves",33900-730,Brazil,"(31) 5470-9979",LuizMartinsGomes@teleworm.us,"Optical instrument assembler"
Luiz,Lima,128.240.457-10,4/10/1970,male,48,"Rua Geraldo Meck Trindade 923",Carapicuíba,06365-395,Brazil,"(11) 8037-2333",LuizCardosoLima@fleckens.hu,"Medicinal chemist"
Enzo,Almeida,209.076.022-23,3/10/1973,male,45,"Rua Buenos Aires 1064",Varginha,37022-180,Brazil,"(35) 4421-6357",EnzoCastroAlmeida@dayrep.com,"Tour guide"
Luan,Ribeiro,877.731.492-16,10/22/1987,male,30,"Rua 6 1949",Manaus,69049-400,Brazil,"(92) 6224-7038",LuanBarrosRibeiro@armyspy.com,"Earth driller"
Vinicius,Martins,747.270.728-74,4/15/1970,male,48,"Quadra SQS 112 Bloco F 198",Brasília,70375-060,Brazil,"(61) 8496-5177",ViniciusPintoMartins@dayrep.com,"Immigration and Naturalization Service (INS) inspector"
Isabella,Cunha,474.119.418-32,10/9/1990,female,27,"Avenida Independência 408","Aparecida de Goiânia",74988-760,Brazil,"(62) 6361-9240",IsabellaOliveiraCunha@jourrapide.com,"Detention officer"
Camila,Ferreira,372.493.060-73,9/9/1968,female,49,"Rua Dezesseis 120","Porto Velho",78918-580,Brazil,"(69) 4697-6826",CamilaPintoFerreira@rhyta.com,Electrotyper
Guilherme,Lima,278.800.615-25,6/27/1998,male,20,"Rua Professor Isaías Filho 868",Manaus,69059-000,Brazil,"(92) 7943-7096",GuilhermeOliveiraLima@einrot.com,"Stucco mason"
Isabella,Azevedo,138.146.496-30,12/31/1974,female,43,"Rua Dezessete 652",Petrolina,56316-190,Brazil,"(87) 7970-5286",IsabellaMeloAzevedo@fleckens.hu,"Lathe and turning machine tool setter"
Julieta,Melo,961.340.534-81,3/15/1995,female,23,"Rua Francisco Marzano 1610",Cruzeiro,12710-440,Brazil,"(12) 4723-4224",JulietaCardosoMelo@einrot.com,"Clinical nurse specialist"
Beatrice,Sousa,122.288.745-23,8/2/1976,female,41,"Rua Doutor Hely Lopes Meirelles 532","São Carlos",13575-580,Brazil,"(16) 2955-8343",BeatriceGoncalvesSousa@rhyta.com,"Unlicensed assistive personnel"
Mateus,Alves,431.842.060-41,12/17/1980,male,37,"Rua Serra Azul 1692","Belo Horizonte",30285-540,Brazil,"(31) 3940-2043",MateusAraujoAlves@jourrapide.com,"Personnel manager"
Rebeca,Costa,989.064.011-24,4/6/1971,female,47,"Rua José de Vasconcelos Alvarenga 1901","Campos dos Goytacazes",28083-120,Brazil,"(22) 5566-4470",RebecaRibeiroCosta@einrot.com,"Vascular technologist"
Ágatha,Ferreira,293.950.590-01,3/9/1973,female,45,"Rua Fernando 712","São Paulo",04477-480,Brazil,"(11) 4635-5076",AgathaCunhaFerreira@fleckens.hu,"Staff assistant"
Tomás,Oliveira,514.054.973-51,6/20/1979,male,39,"Beco Nova 1891",Manaus,69027-141,Brazil,"(92) 9915-9152",TomasDiasOliveira@teleworm.us,"Geophysical prospecting surveyor"
Luiz,Costa,993.313.360-80,10/25/1991,male,26,"Rua Dinópolis 379",Recife,52081-155,Brazil,"(81) 8619-5947",LuizMartinsCosta@cuvox.de,"Educational consultant"
Davi,Lima,512.850.217-11,3/30/1997,male,21,"Rua Manoel Galles 85",Guarulhos,07273-540,Brazil,"(11) 4387-6335",DaviGoncalvesLima@einrot.com,"Golf course architect"
Vinicius,Goncalves,527.491.430-63,12/20/1972,male,45,"Rua Osvaldo Gomes 1797",Criciúma,88805-540,Brazil,"(48) 8374-4736",ViniciusCavalcantiGoncalves@einrot.com,"Licensed vocational nurse"
Estevan,Goncalves,789.755.105-90,5/3/1976,male,42,"Rua da Fidelidade 1448",Petrolina,56323-030,Brazil,"(87) 3962-6723",EstevanCorreiaGoncalves@rhyta.com,"Support specialist"
Diogo,Souza,888.554.451-70,7/10/1974,male,43,"Quadra 87 1625","Planaltina de Goiás",73755-087,Brazil,"(61) 7095-5799",DiogoCastroSouza@gustr.com,Actuarie
João,Pinto,516.707.375-86,8/31/1982,male,35,"Rua Rio Osório 1974","Jaboatão dos Guararapes",54150-635,Brazil,"(81) 8031-3991",JoaoSantosPinto@fleckens.hu,"Textile machine operator"
Livia,Barbosa,726.734.944-72,1/11/1968,female,50,"Rua Dom Silvério Pimenta 259","Santo André",09051-460,Brazil,"(11) 3668-9438",LiviaDiasBarbosa@jourrapide.com,"Apartment rental agent"
Giovana,Alves,795.630.764-35,11/16/1971,female,46,"Rua Vicente Pagano 667",Mauá,09330-735,Brazil,"(11) 2961-8335",GiovanaAzevedoAlves@jourrapide.com,"Executive assistant"
Douglas,Barros,356.344.030-14,11/21/1980,male,37,"Rua Albano Rech 157","Santa Cruz do Sul",96825-360,Brazil,"(51) 7610-3291",DouglasPereiraBarros@armyspy.com,"Product designer"
Luan,Santos,957.978.708-51,10/19/1988,male,29,"Rua João Peroba da Silva 620",Colatina,29700-770,Brazil,"(27) 9298-9152",LuanRibeiroSantos@cuvox.de,"Administrative law judge"
Tomás,Santos,589.694.718-63,11/5/1973,male,44,"Estrada São Lourenço 1508","Duque de Caxias",25243-150,Brazil,"(21) 2760-4788",TomasRibeiroSantos@fleckens.hu,"Child welfare social worker"
Gabriel,Costa,399.497.564-64,8/31/1970,male,47,"Rua Natalina Maria Gardenghi Zarinello 500",Sertãozinho,14170-020,Brazil,"(16) 8554-8651",GabrielSousaCosta@gustr.com,Zoologist
Guilherme,Martins,505.886.966-76,7/8/1990,male,27,"Rua Amilar Silva Praça 888","São Gonçalo",24732-690,Brazil,"(21) 7298-3028",GuilhermeGomesMartins@cuvox.de,"Extruding and drawing machine operators"
Fábio,Barros,355.117.126-20,9/19/1993,male,24,"Rua Orobó 14","Rio de Janeiro",21370-400,Brazil,"(21) 9236-7873",FabioMeloBarros@dayrep.com,"Tool and die maker"
Sophia,Cardoso,153.421.945-55,10/22/1973,female,44,"Praça Winston Churchill 1426",Sorocaba,18060-280,Brazil,"(15) 4356-2175",SophiaRodriguesCardoso@jourrapide.com,"Automation and control technician"
Leonardo,Ferreira,889.240.526-83,7/27/1982,male,35,"Largo da Bandeira 1961","Porto Alegre",90520-360,Brazil,"(51) 4369-7732",LeonardoSousaFerreira@armyspy.com,"Tax preparer"
Renan,Ribeiro,536.143.128-10,1/28/1984,male,34,"Rua Marechal Bibiano Costalat 442","Rio de Janeiro",21735-350,Brazil,"(21) 9581-4200",RenanFerreiraRibeiro@rhyta.com,"Scientific illustrator"
Diego,Rodrigues,954.676.913-41,3/19/1994,male,24,"Rua Santa Veridiana 1206","São Paulo",02128-000,Brazil,"(11) 9102-2594",DiegoRochaRodrigues@fleckens.hu,"Airport terminal controller"
Gabrielle,Barbosa,443.926.248-11,10/8/1981,female,36,"Acesso Oito 1470","Porto Alegre",91440-530,Brazil,"(51) 3344-9174",GabrielleCostaBarbosa@rhyta.com,Receptionist
Emily,Costa,113.824.977-76,9/29/1986,female,31,"Rua das Hosanas 1289","Aparecida de Goiânia",74969-436,Brazil,"(62) 2444-8930",EmilySilvaCosta@rhyta.com,"Finance manager"
Marcos,Melo,437.263.432-37,11/13/1981,male,36,"Rua 45 840","Valparaíso de Goiás",72874-102,Brazil,"(61) 4734-3154",MarcosAlvesMelo@superrito.com,"Parking lot attendant"
Cauã,Gomes,719.138.975-32,3/9/1973,male,45,"Praça Morais e Silva 327","Duque de Caxias",25085-230,Brazil,"(21) 4795-5536",CauaCostaGomes@superrito.com,"Gaming supervisor"
Samuel,Santos,338.567.919-22,10/19/1977,male,40,"Rua Jorge Velho 1802","São Roque",18134-230,Brazil,"(11) 2898-7618",SamuelOliveiraSantos@superrito.com,Attorney
Raissa,Araujo,759.019.422-05,5/9/1989,female,29,"Rua Américo Campolina Resende 774","Belo Horizonte",31910-350,Brazil,"(31) 8638-2657",RaissaCastroAraujo@fleckens.hu,Engraver
Gabrielle,Pereira,663.467.727-16,10/26/1982,female,35,"Rua Capitão Good Hope 1940",Goiânia,74453-490,Brazil,"(62) 4278-8471",GabrielleLimaPereira@superrito.com,"Outside order clerk"
Larissa,Ferreira,679.079.817-00,12/21/1976,female,41,"Quadra SQS 403 Bloco C 1463",Brasília,70237-030,Brazil,"(61) 7813-2696",LarissaPereiraFerreira@armyspy.com,"Personal chef"
Giovana,Alves,408.953.789-49,4/16/1984,female,34,"Rua Miguel Belleza 1081",Uruguaiana,97505-400,Brazil,"(55) 9025-3160",GiovanaGoncalvesAlves@gustr.com,"Photographic process worker"
Matilde,Azevedo,506.586.168-46,12/21/1985,female,32,"Rua Tijuca 827","Campo Grande",79110-280,Brazil,"(67) 8878-5675",MatildeSousaAzevedo@einrot.com,"Executive assistant"
Kaua,Cardoso,351.709.592-30,7/31/1983,male,34,"Rua José Medeiros 843",Criciúma,88819-795,Brazil,"(48) 6207-7510",KauaBarrosCardoso@jourrapide.com,"Ski patrol"
Diego,Oliveira,225.481.237-82,7/12/1971,male,46,"Rua Apóstolo Mateus 1059","São Paulo",08475-175,Brazil,"(11) 6118-7957",DiegoFerreiraOliveira@dayrep.com,Cadet
Fernanda,Almeida,317.173.944-50,1/24/1983,female,35,"Avenida Parati 146","Foz do Iguaçu",85869-000,Brazil,"(45) 5028-3321",FernandaCardosoAlmeida@einrot.com,Reporter
Vinícius,Costa,157.805.686-18,9/27/1991,male,26,"Rua Dezessete 959","Rio de Janeiro",23061-320,Brazil,"(21) 7902-3326",ViniciusSilvaCosta@gustr.com,Electrician
Diego,Fernandes,527.009.228-08,5/17/1992,male,26,"Rua Martinópolis 901","São Paulo",04805-310,Brazil,"(11) 7964-8562",DiegoCarvalhoFernandes@armyspy.com,"Pharmacy technician"
Vinícius,Barbosa,445.688.443-63,8/14/1992,male,25,"Avenida dos Franceses 1208","São Luís",65036-281,Brazil,"(98) 5800-8129",ViniciusRodriguesBarbosa@teleworm.us,"Sports trainer"
Kauã,Almeida,818.405.423-81,11/3/1972,male,45,"Rua Jayme Rangel Leal 1121","Barra Mansa",27350-170,Brazil,"(24) 6767-9348",KauaPintoAlmeida@einrot.com,"Laundry and dry-cleaning worker"
Sophia,Dias,432.427.613-75,5/28/1984,female,34,"Rua Frederico Eick 929",Joinville,89218-210,Brazil,"(47) 7791-6211",SophiaRodriguesDias@gustr.com,"Wildlife biologist"
Arthur,Castro,876.077.856-39,1/17/1997,male,21,"Avenida Mônaco 554",Guarulhos,07150-050,Brazil,"(11) 9278-2221",ArthurBarbosaCastro@cuvox.de,"Dermatology nurse"
André,Carvalho,733.604.474-33,10/22/1982,male,35,"Rua General Sílvio Pereira da Silva 810","Rio de Janeiro",22780-510,Brazil,"(21) 6995-4870",AndrePintoCarvalho@superrito.com,"Electronic masking system operator"
Kauã,Rodrigues,652.400.857-06,1/31/1984,male,34,"Rua Tenente Rivaldo Rabelo 742",Caruaru,55004-500,Brazil,"(81) 3799-5853",KauaPereiraRodrigues@fleckens.hu,"Training administrator"
Thaís,Lima,114.634.431-70,4/5/1993,female,25,"Avenida Orozimbo Maia 1337",Campinas,13010-211,Brazil,"(19) 7484-3907",ThaisSousaLima@armyspy.com,"Rail-track laying and maintenance equipment operator"
Diego,Gomes,975.763.548-01,4/12/1986,male,32,"Rua Doutor Mário Tavares 617","São Paulo",05371-040,Brazil,"(11) 2233-6957",DiegoRochaGomes@rhyta.com,Pipelayer
Fábio,Araujo,915.509.235-79,4/14/1981,male,37,"Rua Guanabara 995","Santa Maria",97030-240,Brazil,"(55) 9919-5697",FabioLimaAraujo@fleckens.hu,"State trooper"
Ágatha,Cunha,708.712.634-24,12/23/1970,female,47,"Rua da Roseira 1842",Serra,29164-438,Brazil,"(27) 5670-5750",AgathaRibeiroCunha@jourrapide.com,"Textile bleaching and dyeing machine operator"
Leonor,Oliveira,153.094.255-19,9/19/1974,female,43,"Porto Quarta Secção da Barra 1961","Rio Grande",96204-000,Brazil,"(53) 9587-4899",LeonorSousaOliveira@rhyta.com,"Power plant distributor"
Sofia,Ribeiro,234.264.831-65,11/16/1970,female,47,"Rua Gabriel Leon 440","Cachoeira do Sul",96508-240,Brazil,"(51) 2660-2668",SofiaPintoRibeiro@gustr.com,"Conference planner"
Fábio,Barbosa,784.722.216-79,11/17/1975,male,42,"Rua T-003 1555","Aparecida de Goiânia",74975-460,Brazil,"(62) 7343-6821",FabioAraujoBarbosa@einrot.com,"School superintendent"
